g_id,cpt_id,kept,coverage_fraction,reason
G2313,CPT2313,True,1.0,covered
G2314,CPT2314,True,1.0,covered
G2315,CPT2315,True,1.0,covered
G2316,CPT2316,True,1.0,covered
G2317,CPT2317,True,1.0,covered
G2318,CPT2318,True,1.0,covered
G2319,CPT2319,True,1.0,covered
G2320,CPT2320,True,1.0,covered
G2321,CPT2321,True,1.0,covered
G2322,CPT2322,True,1.0,covered
G2323,CPT2323,True,1.0,covered
G2324,CPT2324,True,1.0,covered
G2325,CPT2325,True,1.0,covered
G2354,,False,0.0,no_imagery
G2355,,False,0.0,no_imagery
G2356,,False,0.0,no_imagery
G2357,CPT2357,True,0.270752,covered
G2358,CPT2358,True,1.0,covered
G2359,CPT2359,True,1.0,covered
G2360,CPT2360,True,1.0,covered
G2361,CPT2361,True,1.0,covered
G2362,CPT2362,True,1.0,covered
G2363,CPT2363,True,1.0,covered
G2364,CPT2364,True,1.0,covered
G2365,CPT2365,True,1.0,covered
G2366,CPT2366,True,1.0,covered
G2367,CPT2367,True,1.0,covered
G2368,CPT2368,True,1.0,covered
G2369,CPT2369,True,1.0,covered
G2370,CPT2370,True,1.0,covered
G2371,CPT2371,True,1.0,covered
G2372,CPT2372,True,1.0,covered
G2373,CPT2373,True,1.0,covered
G2374,CPT2374,True,1.0,covered
G2375,CPT2375,True,1.0,covered
G2376,CPT2376,True,1.0,covered
G2377,CPT2377,True,1.0,covered
G2378,CPT2378,True,1.0,covered
G2379,CPT2379,True,1.0,covered
G2380,CPT2380,True,1.0,covered
G2381,CPT2381,True,1.0,covered
G2382,CPT2382,True,1.0,covered
G2411,,False,0.0,no_imagery
G2412,,False,0.0,no_imagery
G2413,,False,0.0,no_imagery
G2414,CPT2414,True,0.058105,covered
G2415,CPT2415,True,0.822998,covered
G2416,CPT2416,True,1.0,covered
G2417,CPT2417,True,1.0,covered
G2418,CPT2418,True,1.0,covered
G2419,CPT2419,True,1.0,covered
G2420,CPT2420,True,1.0,covered
G2421,CPT2421,True,1.0,covered
G2422,CPT2422,True,1.0,covered
G2423,CPT2423,True,1.0,covered
G2424,CPT2424,True,1.0,covered
G2425,CPT2425,True,1.0,covered
G2426,CPT2426,True,1.0,covered
G2427,CPT2427,True,1.0,covered
G2428,CPT2428,True,1.0,covered
G2429,CPT2429,True,1.0,covered
G2430,CPT2430,True,1.0,covered
G2431,CPT2431,True,1.0,covered
G2432,CPT2432,True,1.0,covered
G2433,CPT2433,True,1.0,covered
G2434,CPT2434,True,1.0,covered
G2435,CPT2435,True,1.0,covered
G2436,CPT2436,True,1.0,covered
G2437,CPT2437,True,1.0,covered
G2438,CPT2438,True,1.0,covered
G2439,CPT2439,True,1.0,covered
G2468,,False,0.0,no_imagery
G2469,,False,0.0,no_imagery
G2470,,False,0.0,no_imagery
G2471,,False,0.0,no_imagery
G2472,CPT2472,True,0.408447,covered
G2473,CPT2473,True,1.0,covered
G2474,CPT2474,True,1.0,covered
G2475,CPT2475,True,1.0,covered
G2476,CPT2476,True,1.0,covered
G2477,CPT2477,True,1.0,covered
G2478,CPT2478,True,1.0,covered
G2479,CPT2479,True,1.0,covered
G2480,CPT2480,True,1.0,covered
G2481,CPT2481,True,1.0,covered
G2482,CPT2482,True,1.0,covered
G2483,CPT2483,True,1.0,covered
G2484,CPT2484,True,1.0,covered
G2485,CPT2485,True,1.0,covered
G2486,CPT2486,True,1.0,covered
G2487,CPT2487,True,1.0,covered
G2488,CPT2488,True,1.0,covered
G2489,CPT2489,True,1.0,covered
G2490,CPT2490,True,1.0,covered
G2491,CPT2491,True,1.0,covered
G2492,CPT2492,True,1.0,covered
G2493,CPT2493,True,1.0,covered
G2494,CPT2494,True,1.0,covered
G2495,CPT2495,True,1.0,covered
G2496,CPT2496,True,1.0,covered
G2525,,False,0.0,no_imagery
G2526,,False,0.0,no_imagery
G2527,,False,0.0,no_imagery
G2528,,False,0.0,no_imagery
G2529,CPT2529,True,0.153076,covered
G2530,CPT2530,True,0.969238,covered
G2531,CPT2531,True,1.0,covered
G2532,CPT2532,True,1.0,covered
G2533,CPT2533,True,1.0,covered
G2534,CPT2534,True,1.0,covered
G2535,CPT2535,True,1.0,covered
G2536,CPT2536,True,1.0,covered
G2537,CPT2537,True,1.0,covered
G2538,CPT2538,True,1.0,covered
G2539,CPT2539,True,1.0,covered
G2540,CPT2540,True,1.0,covered
G2541,CPT2541,True,1.0,covered
G2542,CPT2542,True,1.0,covered
G2543,CPT2543,True,1.0,covered
G2544,CPT2544,True,1.0,covered
G2545,CPT2545,True,1.0,covered
G2546,CPT2546,True,1.0,covered
G2547,CPT2547,True,1.0,covered
G2548,CPT2548,True,1.0,covered
G2549,CPT2549,True,1.0,covered
G2550,CPT2550,True,1.0,covered
G2551,CPT2551,True,1.0,covered
G2552,CPT2552,True,1.0,covered
G2553,CPT2553,True,1.0,covered
G2582,,False,0.0,no_imagery
G2583,,False,0.0,no_imagery
G2584,,False,0.0,no_imagery
G2585,,False,0.0,no_imagery
G2586,,False,0.0,no_imagery
G2587,CPT2587,True,0.170898,covered
G2588,CPT2588,True,0.823975,covered
G2589,CPT2589,True,1.0,covered
G2590,CPT2590,True,1.0,covered
G2591,CPT2591,True,1.0,covered
G2592,CPT2592,True,1.0,covered
G2593,CPT2593,True,1.0,covered
G2594,CPT2594,True,1.0,covered
G2595,CPT2595,True,1.0,covered
G2596,CPT2596,True,1.0,covered
G2597,CPT2597,True,1.0,covered
G2598,CPT2598,True,1.0,covered
G2599,CPT2599,True,1.0,covered
G2600,CPT2600,True,1.0,covered
G2601,CPT2601,True,1.0,covered
G2602,CPT2602,True,1.0,covered
G2603,CPT2603,True,1.0,covered
G2604,CPT2604,True,1.0,covered
G2605,CPT2605,True,1.0,covered
G2606,CPT2606,True,1.0,covered
G2607,CPT2607,True,1.0,covered
G2608,CPT2608,True,1.0,covered
G2609,CPT2609,True,1.0,covered
G2610,CPT2610,True,0.999268,covered
G2639,,False,0.0,no_imagery
G2640,,False,0.0,no_imagery
G2641,,False,0.0,no_imagery
G2642,,False,0.0,no_imagery
G2643,,False,0.0,no_imagery
G2644,,False,0.0,no_imagery
G2645,,False,0.04126,below_threshold
G2646,CPT2646,True,0.901611,covered
G2647,CPT2647,True,1.0,covered
G2648,CPT2648,True,1.0,covered
G2649,CPT2649,True,1.0,covered
G2650,CPT2650,True,1.0,covered
G2651,CPT2651,True,1.0,covered
G2652,CPT2652,True,1.0,covered
G2653,CPT2653,True,1.0,covered
G2654,CPT2654,True,1.0,covered
G2655,CPT2655,True,1.0,covered
G2656,CPT2656,True,1.0,covered
G2657,CPT2657,True,1.0,covered
G2658,CPT2658,True,1.0,covered
G2659,CPT2659,True,1.0,covered
G2660,CPT2660,True,1.0,covered
G2661,CPT2661,True,1.0,covered
G2662,CPT2662,True,1.0,covered
G2663,CPT2663,True,1.0,covered
G2664,CPT2664,True,1.0,covered
G2665,CPT2665,True,1.0,covered
G2666,CPT2666,True,1.0,covered
G2667,CPT2667,True,1.0,covered
G2696,,False,0.0,no_imagery
G2697,,False,0.0,no_imagery
G2698,,False,0.0,no_imagery
G2699,,False,0.0,no_imagery
G2700,,False,0.0,no_imagery
G2701,,False,0.0,no_imagery
G2702,,False,0.0,no_imagery
G2703,CPT2703,True,0.745117,covered
G2704,CPT2704,True,1.0,covered
G2705,CPT2705,True,1.0,covered
G2706,CPT2706,True,1.0,covered
G2707,CPT2707,True,1.0,covered
G2708,CPT2708,True,1.0,covered
G2709,CPT2709,True,1.0,covered
G2710,CPT2710,True,1.0,covered
G2711,CPT2711,True,1.0,covered
G2712,CPT2712,True,1.0,covered
G2713,CPT2713,True,1.0,covered
G2714,CPT2714,True,1.0,covered
G2715,CPT2715,True,1.0,covered
G2716,CPT2716,True,1.0,covered
G2717,CPT2717,True,1.0,covered
G2718,CPT2718,True,1.0,covered
G2719,CPT2719,True,1.0,covered
G2720,CPT2720,True,1.0,covered
G2721,CPT2721,True,1.0,covered
G2722,CPT2722,True,1.0,covered
G2723,CPT2723,True,1.0,covered
G2724,CPT2724,True,1.0,covered
G2753,,False,0.0,no_imagery
G2754,,False,0.0,no_imagery
G2755,,False,0.0,no_imagery
G2756,,False,0.0,no_imagery
G2757,,False,0.0,no_imagery
G2758,,False,0.0,no_imagery
G2759,,False,0.0,no_imagery
G2760,CPT2760,True,0.618408,covered
G2761,CPT2761,True,1.0,covered
G2762,CPT2762,True,1.0,covered
G2763,CPT2763,True,1.0,covered
G2764,CPT2764,True,1.0,covered
G2765,CPT2765,True,1.0,covered
G2766,CPT2766,True,1.0,covered
G2767,CPT2767,True,1.0,covered
G2768,CPT2768,True,1.0,covered
G2769,CPT2769,True,1.0,covered
G2770,CPT2770,True,1.0,covered
G2771,CPT2771,True,1.0,covered
G2772,CPT2772,True,1.0,covered
G2773,CPT2773,True,1.0,covered
G2774,CPT2774,True,1.0,covered
G2775,CPT2775,True,1.0,covered
G2776,CPT2776,True,1.0,covered
G2777,CPT2777,True,1.0,covered
G2778,CPT2778,True,1.0,covered
G2779,CPT2779,True,0.999756,covered
G2780,CPT2780,True,1.0,covered
G2781,CPT2781,True,1.0,covered
G2810,,False,0.0,no_imagery
G2811,,False,0.0,no_imagery
G2812,,False,0.0,no_imagery
G2813,,False,0.0,no_imagery
G2814,,False,0.0,no_imagery
G2815,,False,0.0,no_imagery
G2816,,False,0.0,no_imagery
G2817,CPT2817,True,0.633545,covered
G2818,CPT2818,True,1.0,covered
G2819,CPT2819,True,1.0,covered
G2820,CPT2820,True,1.0,covered
G2821,CPT2821,True,1.0,covered
G2822,CPT2822,True,1.0,covered
G2823,CPT2823,True,1.0,covered
G2824,CPT2824,True,1.0,covered
G2825,CPT2825,True,1.0,covered
G2826,CPT2826,True,1.0,covered
G2827,CPT2827,True,1.0,covered
G2828,CPT2828,True,1.0,covered
G2829,CPT2829,True,1.0,covered
G2830,CPT2830,True,1.0,covered
G2831,CPT2831,True,1.0,covered
G2832,CPT2832,True,1.0,covered
G2833,CPT2833,True,1.0,covered
G2834,CPT2834,True,1.0,covered
G2835,CPT2835,True,1.0,covered
G2836,CPT2836,True,1.0,covered
G2837,CPT2837,True,1.0,covered
G2867,,False,0.0,no_imagery
G2868,,False,0.0,no_imagery
G2869,,False,0.0,no_imagery
G2870,,False,0.0,no_imagery
G2871,,False,0.0,no_imagery
G2872,,False,0.0,no_imagery
G2873,,False,0.0,no_imagery
G2874,CPT2874,True,0.590332,covered
G2875,CPT2875,True,1.0,covered
G2876,CPT2876,True,1.0,covered
G2877,CPT2877,True,1.0,covered
G2878,CPT2878,True,1.0,covered
G2879,CPT2879,True,1.0,covered
G2880,CPT2880,True,1.0,covered
G2881,CPT2881,True,1.0,covered
G2882,CPT2882,True,1.0,covered
G2883,CPT2883,True,0.999756,covered
G2884,CPT2884,True,1.0,covered
G2885,CPT2885,True,1.0,covered
G2886,CPT2886,True,1.0,covered
G2887,CPT2887,True,1.0,covered
G2888,CPT2888,True,1.0,covered
G2889,CPT2889,True,1.0,covered
G2890,CPT2890,True,1.0,covered
G2891,CPT2891,True,1.0,covered
G2892,CPT2892,True,1.0,covered
G2893,CPT2893,True,1.0,covered
G2894,CPT2894,True,1.0,covered
G2924,,False,0.0,no_imagery
G2925,,False,0.0,no_imagery
G2926,,False,0.0,no_imagery
G2927,,False,0.0,no_imagery
G2928,,False,0.0,no_imagery
G2929,,False,0.0,no_imagery
G2930,,False,0.0,no_imagery
G2931,CPT2931,True,0.492432,covered
G2932,CPT2932,True,1.0,covered
G2933,CPT2933,True,1.0,covered
G2934,CPT2934,True,1.0,covered
G2935,CPT2935,True,1.0,covered
G2936,CPT2936,True,1.0,covered
G2937,CPT2937,True,1.0,covered
G2938,CPT2938,True,1.0,covered
G2939,CPT2939,True,1.0,covered
G2940,CPT2940,True,1.0,covered
G2941,CPT2941,True,1.0,covered
G2942,CPT2942,True,1.0,covered
G2943,CPT2943,True,1.0,covered
G2944,CPT2944,True,1.0,covered
G2945,CPT2945,True,1.0,covered
G2946,CPT2946,True,1.0,covered
G2947,CPT2947,True,1.0,covered
G2948,CPT2948,True,1.0,covered
G2949,CPT2949,True,1.0,covered
G2950,CPT2950,True,1.0,covered
G2951,CPT2951,True,1.0,covered
G2981,,False,0.0,no_imagery
G2982,,False,0.0,no_imagery
G2983,,False,0.0,no_imagery
G2984,,False,0.0,no_imagery
G2985,,False,0.0,no_imagery
G2986,,False,0.0,no_imagery
G2987,,False,0.0,no_imagery
G2988,CPT2988,True,0.200684,covered
G2989,CPT2989,True,0.900146,covered
G2990,CPT2990,True,1.0,covered
G2991,CPT2991,True,1.0,covered
G2992,CPT2992,True,1.0,covered
G2993,CPT2993,True,0.999756,covered
G2994,CPT2994,True,1.0,covered
G2995,CPT2995,True,1.0,covered
G2996,CPT2996,True,0.999756,covered
G2997,CPT2997,True,0.999756,covered
G2998,CPT2998,True,1.0,covered
G2999,CPT2999,True,1.0,covered
G3000,CPT3000,True,1.0,covered
G3001,CPT3001,True,1.0,covered
G3002,CPT3002,True,1.0,covered
G3003,CPT3003,True,1.0,covered
G3004,CPT3004,True,1.0,covered
G3005,CPT3005,True,1.0,covered
G3006,CPT3006,True,1.0,covered
G3007,CPT3007,True,1.0,covered
G3008,CPT3008,True,1.0,covered
G3038,,False,0.0,no_imagery
G3039,,False,0.0,no_imagery
G3040,,False,0.0,no_imagery
G3041,,False,0.0,no_imagery
G3042,,False,0.0,no_imagery
G3043,,False,0.0,no_imagery
G3044,,False,0.0,no_imagery
G3045,,False,0.0,no_imagery
G3046,CPT3046,True,0.363281,covered
G3047,CPT3047,True,0.979736,covered
G3048,CPT3048,True,1.0,covered
G3049,CPT3049,True,1.0,covered
G3050,CPT3050,True,1.0,covered
G3051,CPT3051,True,0.999268,covered
G3052,CPT3052,True,0.92334,covered
G3053,CPT3053,True,0.612549,covered
G3054,CPT3054,True,0.969482,covered
G3055,CPT3055,True,1.0,covered
G3056,CPT3056,True,1.0,covered
G3057,CPT3057,True,1.0,covered
G3058,CPT3058,True,1.0,covered
G3059,CPT3059,True,1.0,covered
G3060,CPT3060,True,1.0,covered
G3061,CPT3061,True,1.0,covered
G3062,CPT3062,True,1.0,covered
G3063,CPT3063,True,1.0,covered
G3064,CPT3064,True,1.0,covered
G3065,CPT3065,True,1.0,covered
G3095,,False,0.0,no_imagery
G3096,,False,0.0,no_imagery
G3097,,False,0.0,no_imagery
G3098,,False,0.0,no_imagery
G3099,,False,0.0,no_imagery
G3100,,False,0.0,no_imagery
G3101,,False,0.0,no_imagery
G3102,,False,0.0,no_imagery
G3103,,False,0.0,no_imagery
G3104,CPT3104,True,0.446045,covered
G3105,CPT3105,True,0.917236,covered
G3106,CPT3106,True,0.82959,covered
G3107,CPT3107,True,0.831055,covered
G3108,CPT3108,True,0.438477,covered
G3109,CPT3109,True,0.127197,covered
G3110,,False,0.0,no_imagery
G3111,CPT3111,True,0.423096,covered
G3112,CPT3112,True,1.0,covered
G3113,CPT3113,True,1.0,covered
G3114,CPT3114,True,1.0,covered
G3115,CPT3115,True,1.0,covered
G3116,CPT3116,True,1.0,covered
G3117,CPT3117,True,1.0,covered
G3118,CPT3118,True,1.0,covered
G3119,CPT3119,True,1.0,covered
G3120,CPT3120,True,1.0,covered
G3121,CPT3121,True,1.0,covered
G3122,CPT3122,True,1.0,covered
G3152,,False,0.0,no_imagery
G3153,,False,0.0,no_imagery
G3154,,False,0.0,no_imagery
G3155,,False,0.0,no_imagery
G3156,,False,0.0,no_imagery
G3157,,False,0.0,no_imagery
G3158,,False,0.0,no_imagery
G3159,,False,0.0,no_imagery
G3160,,False,0.0,no_imagery
G3161,,False,0.0,no_imagery
G3162,,False,0.0,no_imagery
G3163,,False,0.0,no_imagery
G3164,,False,0.04834,below_threshold
G3165,,False,0.029785,below_threshold
G3166,,False,0.0,no_imagery
G3167,,False,0.0,no_imagery
G3168,,False,0.0271,below_threshold
G3169,CPT3169,True,0.919189,covered
G3170,CPT3170,True,1.0,covered
G3171,CPT3171,True,1.0,covered
G3172,CPT3172,True,1.0,covered
G3173,CPT3173,True,1.0,covered
G3174,CPT3174,True,1.0,covered
G3175,CPT3175,True,1.0,covered
G3176,CPT3176,True,1.0,covered
G3177,CPT3177,True,1.0,covered
G3178,CPT3178,True,0.999756,covered
G3179,CPT3179,True,1.0,covered
G3209,,False,0.0,no_imagery
G3210,,False,0.0,no_imagery
G3211,,False,0.0,no_imagery
G3212,,False,0.0,no_imagery
G3213,,False,0.0,no_imagery
G3214,,False,0.0,no_imagery
G3215,,False,0.0,no_imagery
G3216,,False,0.0,no_imagery
G3217,,False,0.0,no_imagery
G3218,,False,0.0,no_imagery
G3219,,False,0.0,no_imagery
G3220,,False,0.0,no_imagery
G3221,,False,0.0,no_imagery
G3222,,False,0.0,no_imagery
G3223,,False,0.0,no_imagery
G3224,,False,0.0,no_imagery
G3225,,False,0.0,no_imagery
G3226,CPT3226,True,0.577881,covered
G3227,CPT3227,True,1.0,covered
G3228,CPT3228,True,1.0,covered
G3229,CPT3229,True,1.0,covered
G3230,CPT3230,True,1.0,covered
G3231,CPT3231,True,1.0,covered
G3232,CPT3232,True,1.0,covered
G3233,CPT3233,True,1.0,covered
G3234,CPT3234,True,1.0,covered
G3235,CPT3235,True,1.0,covered
G3236,CPT3236,True,1.0,covered
G3266,,False,0.0,no_imagery
G3267,,False,0.0,no_imagery
G3268,,False,0.0,no_imagery
G3269,,False,0.0,no_imagery
G3270,,False,0.0,no_imagery
G3271,,False,0.0,no_imagery
G3272,,False,0.0,no_imagery
G3273,,False,0.0,no_imagery
G3274,,False,0.0,no_imagery
G3275,,False,0.0,no_imagery
G3276,,False,0.0,no_imagery
G3277,,False,0.0,no_imagery
G3278,,False,0.0,no_imagery
G3279,,False,0.0,no_imagery
G3280,,False,0.0,no_imagery
G3281,,False,0.0,no_imagery
G3282,,False,0.0,no_imagery
G3283,CPT3283,True,0.318848,covered
G3284,CPT3284,True,1.0,covered
G3285,CPT3285,True,1.0,covered
G3286,CPT3286,True,1.0,covered
G3287,CPT3287,True,1.0,covered
G3288,CPT3288,True,1.0,covered
G3289,CPT3289,True,1.0,covered
G3290,CPT3290,True,1.0,covered
G3291,CPT3291,True,1.0,covered
G3292,CPT3292,True,1.0,covered
G3293,CPT3293,True,1.0,covered
G3323,,False,0.0,no_imagery
G3324,,False,0.0,no_imagery
G3325,,False,0.0,no_imagery
G3326,,False,0.0,no_imagery
G3327,,False,0.0,no_imagery
G3328,,False,0.0,no_imagery
G3329,,False,0.0,no_imagery
G3330,,False,0.0,no_imagery
G3331,,False,0.0,no_imagery
G3332,,False,0.0,no_imagery
G3333,,False,0.0,no_imagery
G3334,,False,0.0,no_imagery
G3335,,False,0.0,no_imagery
G3336,,False,0.0,no_imagery
G3337,,False,0.0,no_imagery
G3338,,False,0.0,no_imagery
G3339,,False,0.0,no_imagery
G3340,CPT3340,True,0.2146,covered
G3341,CPT3341,True,1.0,covered
G3342,CPT3342,True,1.0,covered
G3343,CPT3343,True,1.0,covered
G3344,CPT3344,True,1.0,covered
G3345,CPT3345,True,1.0,covered
G3346,CPT3346,True,1.0,covered
G3347,CPT3347,True,1.0,covered
G3348,CPT3348,True,1.0,covered
G3349,CPT3349,True,1.0,covered
G3350,CPT3350,True,1.0,covered
G3380,,False,0.0,no_imagery
G3381,,False,0.0,no_imagery
G3382,,False,0.0,no_imagery
G3383,,False,0.0,no_imagery
G3384,,False,0.0,no_imagery
G3385,,False,0.0,no_imagery
G3386,,False,0.0,no_imagery
G3387,,False,0.0,no_imagery
G3388,,False,0.0,no_imagery
G3389,,False,0.0,no_imagery
G3390,,False,0.0,no_imagery
G3391,,False,0.0,no_imagery
G3392,,False,0.0,no_imagery
G3393,,False,0.0,no_imagery
G3394,,False,0.0,no_imagery
G3395,,False,0.0,no_imagery
G3396,,False,0.0,no_imagery
G3397,CPT3397,True,0.26123,covered
G3398,CPT3398,True,1.0,covered
G3399,CPT3399,True,1.0,covered
G3400,CPT3400,True,1.0,covered
G3401,CPT3401,True,1.0,covered
G3402,CPT3402,True,1.0,covered
G3403,CPT3403,True,1.0,covered
G3404,CPT3404,True,1.0,covered
G3405,CPT3405,True,1.0,covered
G3406,CPT3406,True,1.0,covered
G3407,CPT3407,True,1.0,covered
G3437,,False,0.0,no_imagery
G3438,,False,0.0,no_imagery
G3439,,False,0.0,no_imagery
G3440,,False,0.0,no_imagery
G3441,,False,0.0,no_imagery
G3442,,False,0.0,no_imagery
G3443,,False,0.0,no_imagery
G3444,,False,0.0,no_imagery
G3445,,False,0.0,no_imagery
G3446,,False,0.0,no_imagery
G3447,,False,0.0,no_imagery
G3448,,False,0.0,no_imagery
G3449,,False,0.0,no_imagery
G3450,,False,0.0,no_imagery
G3451,,False,0.0,no_imagery
G3452,,False,0.0,no_imagery
G3453,,False,0.0,no_imagery
G3454,CPT3454,True,0.401367,covered
G3455,CPT3455,True,1.0,covered
G3456,CPT3456,True,1.0,covered
G3457,CPT3457,True,1.0,covered
G3458,CPT3458,True,1.0,covered
G3459,CPT3459,True,1.0,covered
G3460,CPT3460,True,1.0,covered
G3461,CPT3461,True,1.0,covered
G3462,CPT3462,True,1.0,covered
G3463,CPT3463,True,1.0,covered
G3464,CPT3464,True,1.0,covered
G3493,,False,0.0,no_imagery
G3494,,False,0.0,no_imagery
G3495,,False,0.0,no_imagery
G3496,,False,0.0,no_imagery
G3497,,False,0.0,no_imagery
G3498,,False,0.0,no_imagery
G3499,,False,0.0,no_imagery
G3500,,False,0.0,no_imagery
G3501,,False,0.0,no_imagery
G3502,,False,0.0,no_imagery
G3503,,False,0.0,no_imagery
G3504,,False,0.0,no_imagery
G3505,,False,0.0,no_imagery
G3506,,False,0.0,no_imagery
G3507,,False,0.0,no_imagery
G3508,,False,0.0,no_imagery
G3509,,False,0.0,no_imagery
G3510,CPT3510,True,0.708252,covered
G3511,CPT3511,True,1.0,covered
G3512,CPT3512,True,1.0,covered
G3513,CPT3513,True,1.0,covered
G3514,CPT3514,True,1.0,covered
G3515,CPT3515,True,1.0,covered
G3516,CPT3516,True,1.0,covered
G3517,CPT3517,True,1.0,covered
G3518,CPT3518,True,1.0,covered
G3519,CPT3519,True,1.0,covered
G3520,CPT3520,True,1.0,covered
G3549,,False,0.0,no_imagery
G3550,,False,0.0,no_imagery
G3551,,False,0.0,no_imagery
G3552,,False,0.0,no_imagery
G3553,,False,0.0,no_imagery
G3554,,False,0.0,no_imagery
G3555,,False,0.0,no_imagery
G3556,,False,0.0,no_imagery
G3557,,False,0.0,no_imagery
G3558,,False,0.0,no_imagery
G3559,,False,0.0,no_imagery
G3560,,False,0.0,no_imagery
G3561,,False,0.0,no_imagery
G3562,,False,0.0,no_imagery
G3563,,False,0.0,no_imagery
G3564,,False,0.0,no_imagery
G3565,CPT3565,True,0.12793,covered
G3566,CPT3566,True,0.985107,covered
G3567,CPT3567,True,1.0,covered
G3568,CPT3568,True,1.0,covered
G3569,CPT3569,True,1.0,covered
G3570,CPT3570,True,1.0,covered
G3571,CPT3571,True,1.0,covered
G3572,CPT3572,True,1.0,covered
G3573,CPT3573,True,1.0,covered
G3574,CPT3574,True,1.0,covered
G3575,CPT3575,True,1.0,covered
G3576,CPT3576,True,1.0,covered
G3605,,False,0.0,no_imagery
G3606,,False,0.0,no_imagery
G3607,,False,0.0,no_imagery
G3608,,False,0.0,no_imagery
G3609,,False,0.0,no_imagery
G3610,,False,0.0,no_imagery
G3611,,False,0.0,no_imagery
G3612,,False,0.0,no_imagery
G3613,,False,0.0,no_imagery
G3614,,False,0.0,no_imagery
G3615,,False,0.0,no_imagery
G3616,,False,0.0,no_imagery
G3617,,False,0.0,no_imagery
G3618,,False,0.0,no_imagery
G3619,,False,0.0,no_imagery
G3620,,False,0.0,no_imagery
G3621,CPT3621,True,0.576416,covered
G3622,CPT3622,True,1.0,covered
G3623,CPT3623,True,1.0,covered
G3624,CPT3624,True,1.0,covered
G3625,CPT3625,True,1.0,covered
G3626,CPT3626,True,1.0,covered
G3627,CPT3627,True,1.0,covered
G3628,CPT3628,True,1.0,covered
G3629,CPT3629,True,1.0,covered
G3630,CPT3630,True,1.0,covered
G3631,CPT3631,True,1.0,covered
G3632,CPT3632,True,1.0,covered
G3661,,False,0.0,no_imagery
G3662,,False,0.0,no_imagery
G3663,,False,0.0,no_imagery
G3664,,False,0.0,no_imagery
G3665,,False,0.0,no_imagery
G3666,,False,0.0,no_imagery
G3667,,False,0.0,no_imagery
G3668,,False,0.0,no_imagery
G3669,,False,0.0,no_imagery
G3670,,False,0.0,no_imagery
G3671,,False,0.0,no_imagery
G3672,,False,0.0,no_imagery
G3673,,False,0.0,no_imagery
G3674,,False,0.0,no_imagery
G3675,,False,0.0,no_imagery
G3676,CPT3676,True,0.189697,covered
G3677,CPT3677,True,0.974609,covered
G3678,CPT3678,True,1.0,covered
G3679,CPT3679,True,1.0,covered
G3680,CPT3680,True,1.0,covered
G3681,CPT3681,True,1.0,covered
G3682,CPT3682,True,1.0,covered
G3683,CPT3683,True,1.0,covered
G3684,CPT3684,True,1.0,covered
G3685,CPT3685,True,1.0,covered
G3686,CPT3686,True,1.0,covered
G3687,CPT3687,True,1.0,covered
G3688,CPT3688,True,1.0,covered
G3717,,False,0.0,no_imagery
G3718,,False,0.0,no_imagery
G3719,,False,0.0,no_imagery
G3720,,False,0.0,no_imagery
G3721,,False,0.0,no_imagery
G3722,,False,0.0,no_imagery
G3723,,False,0.0,no_imagery
G3724,,False,0.0,no_imagery
G3725,,False,0.0,no_imagery
G3726,,False,0.0,no_imagery
G3727,,False,0.0,no_imagery
G3728,,False,0.0,no_imagery
G3729,,False,0.0,no_imagery
G3730,,False,0.0,no_imagery
G3731,CPT3731,True,0.162354,covered
G3732,CPT3732,True,0.88208,covered
G3733,CPT3733,True,1.0,covered
G3734,CPT3734,True,1.0,covered
G3735,CPT3735,True,1.0,covered
G3736,CPT3736,True,1.0,covered
G3737,CPT3737,True,1.0,covered
G3738,CPT3738,True,1.0,covered
G3739,CPT3739,True,1.0,covered
G3740,CPT3740,True,1.0,covered
G3741,CPT3741,True,1.0,covered
G3742,CPT3742,True,1.0,covered
G3743,CPT3743,True,1.0,covered
G3744,CPT3744,True,1.0,covered
G3773,,False,0.0,no_imagery
G3774,,False,0.0,no_imagery
G3775,,False,0.0,no_imagery
G3776,,False,0.0,no_imagery
G3777,,False,0.0,no_imagery
G3778,,False,0.0,no_imagery
G3779,,False,0.0,no_imagery
G3780,,False,0.0,no_imagery
G3781,,False,0.0,no_imagery
G3782,,False,0.0,no_imagery
G3783,,False,0.0,no_imagery
G3784,,False,0.0,no_imagery
G3785,,False,0.0,no_imagery
G3786,,False,0.0,no_imagery
G3787,CPT3787,True,0.674316,covered
G3788,CPT3788,True,1.0,covered
G3789,CPT3789,True,1.0,covered
G3790,CPT3790,True,1.0,covered
G3791,CPT3791,True,1.0,covered
G3792,CPT3792,True,1.0,covered
G3793,CPT3793,True,1.0,covered
G3794,CPT3794,True,1.0,covered
G3795,CPT3795,True,1.0,covered
G3796,CPT3796,True,1.0,covered
G3797,CPT3797,True,1.0,covered
G3798,CPT3798,True,1.0,covered
G3799,CPT3799,True,1.0,covered
G3800,CPT3800,True,1.0,covered
G3829,,False,0.0,no_imagery
G3830,,False,0.0,no_imagery
G3831,,False,0.0,no_imagery
G3832,,False,0.0,no_imagery
G3833,,False,0.0,no_imagery
G3834,,False,0.0,no_imagery
G3835,,False,0.0,no_imagery
G3836,,False,0.0,no_imagery
G3837,,False,0.0,no_imagery
G3838,,False,0.0,no_imagery
G3839,,False,0.0,no_imagery
G3840,,False,0.0,no_imagery
G3841,,False,0.0,no_imagery
G3842,CPT3842,True,0.064697,covered
