h3,lat,lng,kw_total,kw_residential,kw_commercial,n_install,n_residential,n_commercial,area_m2,n_poly
89ad368c44fffff,-34.0984726696443,18.48148934278264,0.0,0.0,0.0,0,0,0,792.0462659564904,79
89ad368eb9bffff,-34.10367021489612,18.40084684361624,0.0,0.0,0.0,0,0,0,110.28024045852764,4
89ad36bb643ffff,-34.08783494244485,18.378008993282837,0.0,0.0,0.0,0,0,0,20.087167928407357,1
89ad368c663ffff,-34.081384269036626,18.48927041267163,0.0,0.0,0.0,0,0,0,21.764976706517082,2
89ad3688973ffff,-34.07469515141599,18.558677326815907,0.0,0.0,0.0,0,0,0,143.51157417675066,10
89ad36bb60bffff,-34.08965617806619,18.372074828974434,24.0,24.0,0.0,1,1,0,434.70078004765475,11
89ad368c6b3ffff,-34.096168282094595,18.483673284767555,0.0,0.0,0.0,0,0,0,267.24836595541416,16
89ad368c1abffff,-34.0843831260814,18.43175614369553,15.92,15.92,0.0,2,2,0,241.34396801008035,9
89ad368c17bffff,-34.07516750786293,18.440491078885117,0.0,0.0,0.0,0,0,0,173.21541083781187,4
89ad368c44bffff,-34.09895043084178,18.485242435460563,0.0,0.0,0.0,0,0,0,100.827016210905,8
89ad3685827ffff,-34.13941495597962,18.337459580279514,0.0,0.0,0.0,0,0,0,204.0315038413437,12
89ad368ec03ffff,-34.13427031361235,18.4180901556846,0.0,0.0,0.0,0,0,0,485.27695900626844,23
89ad368d4d7ffff,-34.08249446994609,18.538679714631666,0.0,0.0,0.0,0,0,0,131.7734096675775,8
89ad368c627ffff,-34.0850387137087,18.47739727702624,10.5,10.5,0.0,1,1,0,466.06805315532546,26
89ad368eccfffff,-34.13522971690111,18.42559486244073,0.0,0.0,0.0,0,0,0,449.24020552331643,26
89ad368c067ffff,-34.077560709818584,18.459250408429977,27.64,27.64,0.0,4,4,0,750.1779891346974,38
89ad368c147ffff,-34.077950544811436,18.442059048248254,12.0,0.0,12.0,1,0,1,384.67974503969947,8
89ad368c033ffff,-34.084952265142476,18.456451294607774,5.0,5.0,0.0,1,1,0,845.8677277550358,18
89ad368d4a7ffff,-34.08011270658039,18.51991058285922,0.0,0.0,0.0,0,0,0,5.428060994910365,1
89ad368cc53ffff,-34.07785851830711,18.4211180096046,24.0,24.0,0.0,2,2,0,481.5645875018251,21
89ad368ec33ffff,-34.13331048214121,18.410585841076614,0.0,0.0,0.0,0,0,0,689.4820131570799,40
89ad368d51bffff,-34.0735938506907,18.509264426363057,0.0,0.0,0.0,0,0,0,11.853550110612721,1
89ad36858cfffff,-34.1446057869981,18.357779587269118,0.0,0.0,0.0,0,0,0,155.2761653457217,13
89ad368c6bbffff,-34.093863757939424,18.485857200665887,0.0,0.0,0.0,0,0,0,1849.0840778627528,42
89ad368c08fffff,-34.09099582009778,18.463340621251618,0.0,0.0,0.0,0,0,0,509.8923988749734,28
89ad368c06fffff,-34.0752560978632,18.461434107948488,0.0,0.0,0.0,0,0,0,128.43091866548758,7
89ad368ed87ffff,-34.138292051806246,18.389025325250017,0.0,0.0,0.0,0,0,0,358.8178441659746,15
89ad368c1dbffff,-34.086777791697706,18.450515350327564,0.0,0.0,0.0,0,0,0,300.091647189356,12
89ad368c173ffff,-34.07747161733047,18.438307384001245,36.120000000000005,0.0,36.120000000000005,2,0,2,1973.281506767724,32
89ad368c14bffff,-34.076125109517896,18.44799451748889,17.2,17.2,0.0,2,2,0,742.7895550719605,34
89ad368edcbffff,-34.13235022257688,18.403081918843483,0.0,0.0,0.0,0,0,0,118.4881982681302,4
89ad368ecabffff,-34.136091793210795,18.412153588709916,0.0,0.0,0.0,0,0,0,124.97522920070169,7
89ad368d5cbffff,-34.07454744206113,18.51677103311077,0.0,0.0,0.0,0,0,0,8.19512972582662,1
89ad36858c7ffff,-34.14690536582209,18.355595117050004,0.0,0.0,0.0,0,0,0,213.23726074708048,11
89ad368c3b3ffff,-34.07334204291608,18.446426424386424,0.0,0.0,0.0,0,0,0,198.9982366885074,6
89ad368c6b7ffff,-34.09569048697093,18.479920283635636,0.0,0.0,0.0,0,0,0,245.32767152894397,12
89ad3685e6bffff,-34.13684955905112,18.37777082547451,0.0,0.0,0.0,0,0,0,459.56571200512866,25
89ad368edc7ffff,-34.13417098120156,18.3971457697098,0.0,0.0,0.0,0,0,0,389.71177450392486,23
